number,tweets,positive  match,negative  match,score,polarity
816,I  m  in  a  toxic  relationship  with  my  university,,toxic,-1,negative
817,The  Cavs  fall  short  to  University  Lab  by  56-55  The  boys  put  up  a  great  fight  their  whole  season,great,fall,0,neutral
818,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
819,Schools  in  the  University  of  California  system  are  canceling  in-person  classes  and  transitioning  to  online  classes  due  to  coronavi,,,0,neutral
820,JUST  IN  West  Chester  University  announced  Tuesday  that  it  has  decided  to  move  to  remote  learning  for  the  rest  of  the  spring,,,0,neutral
821,I  can  t  wait  to  be  done  with  university  and  courses  so  I  can  sleep  when  I  want  instead  of  3  am  every  night  due  to  crazy  HW,,crazy,-1,negative
822,FAMU  halts  university-related  international  domestic  travel  in  response  to  coronavirus  via,,,0,neutral
823,That  s  part  of  the  university  experience,,,0,neutral
824,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
825,This  is  the  side  the  media  doesn  t  show  of  Offset  Here  he  is  at  Harvard  University  working  with  his  fellow  scientists  o,,,0,neutral
826,Harvard  University  ALEALE  COVID-19  UpdateHarvard  University  and  Harvard  Law  School  will  shift  to,,,0,neutral
827,A  group  of  students  may  have  come  in  contact  with  a  person  who  tested  positive  for  COVID-19  or  coronavir,positive,,1,positive
828,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
829,Scoot  over  Berkeley  UCLA  is  now  the  Online  Public  University  in  the  Nation,,,0,neutral
830,Working  at  two  university  libraries  means  that  thankfully  I  still  have  to  report  to  work  and  won  t  be  broke,work|won,broke,1,positive
831,All  glory  to  God  I  m  blessed  to  receive  my  5th  offer  from  University  of  Tennessee  at  Martin,glory,,1,positive
832,Breaking  Amid  Coronavirus  concerns  The  University  of  North  Carolina  plans  to  sit  out  the  upcoming  NCAA  tournament  ht,,breaking|concerns,-2,negative
833,I  m  a  student  at  an  affluent  university  amp  that  DOES  NOT  mean  everyone  here  is  affluent  My  peers  are  home  and  food  insecure  amp  are  being  told  to  leave  campus  with  no  help  in  funding  travels  room  amp  board  refund  For  a  university  to  think  this  will  not  affect  grades  is  absolutely  insane,affluent|refund,insecure|insane,1,positive
834,Breaking  Amid  Coronavirus  concerns  The  University  of  North  Carolina  plans  to  sit  out  the  upcoming  NCAA  tournament  ht,,breaking|concerns,-2,negative
835,Savitribai  Phule  declared  for  from  20  to  30  march,,,0,neutral
836,Bests  NCAA  Division  l  Butler  Ind  University,,,0,neutral
837,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
838,Baltimore-area  universities  canceling  classes  switching  to  remote  instruction  Get  updates  in  40  minutes  on  FOX45  New,,,0,neutral
839,All  glory  to  God  I  ll  be  continuing  my  academic  and  athletic  career  at  Lamar  University,glory,,1,positive
840,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
841,Like  all  of  you  I  am  concerned  about  the  presence  of  the  novel  coronavirus  in  the  United  States  and  abroad  and  its  potent,like,concerned,0,neutral
842,Release  my  cousin  from  JAPAN  She  s  been  in  Japan  since  December  I  ve  been  silent  but  we  need  our  baby  home  Please  let  my  cousin  come  home  to  be  with  family  or  atleast  back  to  Emory  University  in  Atlanta  to  get  back  to  her  studies,silent,,1,positive
843,Bar  our  Bernie  student  organizer  at  Michigan  State  University  literally  ran  to  the  poll  with  the  final  3  voters  with  less  t,,,0,neutral
844,has  been  a  senator  for  the  National  University  of  Ireland  since  April  2016  She  tells  us  how  her  time  at  UCD  spar,,,0,neutral
845,Schools  in  the  University  of  California  system  are  canceling  in-person  classes  and  transitioning  to  online  classes  due  to  coronavi,,,0,neutral
846,also  two  more  brilliant  former  PhD  advisees  have  book  contracts  with  University  of  Minnesota  press,brilliant,,1,positive
847,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
848,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
849,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
850,Johns  Hopkins  University  is  transitioning  to  remote  instruction  for  all  classroom-based  academic  programs  and  canceling  t,,,0,neutral
851,The  Cavs  fall  short  to  University  Lab  by  56-55  The  boys  put  up  a  great  fight  their  whole  season,great,fall,0,neutral
852,A  Week  has  Passed  TUJ  Classes  Online  Preventive  Measures  Taken  by  a  Foreign  University  in  Japan,,,0,neutral
853,The  University  of  West  Florida  Southern  Reach  class  visited  the  house  and  took  an  informative  tour  of  the  yard  with  nat,,,0,neutral
854,Tufts  University  announced  it  will  move  to  virtual  education  for  the  rest  of  the  semester  and  that  spring  break  will  be  ex,,break,-1,negative
855,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
856,Outrageous  This  is  what  Students  for  Trump  is  up  against  every  day  Democrats  in  Georgia  want  to  talk  about  voter  suppr,trump,outrageous,0,neutral
857,Itajyan  -  Ryosuke  Yamada3  7  2020Eng  Subtitlesfinished  university  entrance  exams  yesterday  sorry  it  took  so  long,,sorry,-1,negative
858,Bar  our  Bernie  student  organizer  at  Michigan  State  University  literally  ran  to  the  poll  with  the  final  3  voters  with  less  t,,,0,neutral
859,What  is  required  to  build  student  s  professional  competencies  confidence  and  personal  brand  to  make  emotional  connections,confidence,,1,positive
860,Blessed  to  recieve  an  offer  from  Middle  Georgia  State  University,,,0,neutral
861,Former  student  25  arrested  for  making  TEN  fake  racist  threats  against  a  California  university,,fake|racist|threats,-3,negative
862,It  s  not  over  We  can  still  save  this  fucking  country  from  itself  Get  to  a  field  office  and  make  calls  and  knock  doors  Phoenix  -  1027  East  Washington  St  West  Phoenix  -  3308  N  27th  Ave  Tempe  -  939  East  Broadway  Rd  Tucson  -  1814  East  6th  St  Flagstaff  -  1600  W  University  Ave,,fucking|knock,-2,negative
863,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
864,Blessed  to  receive  an  offer  from  Missouri  State  University,,,0,neutral
865,The  University  has  decided  to  postpone  the  annual  Founders  Day  and  Honors  Recognition  Convocation  that  was  initially  slated  for,,,0,neutral
866,Concerned  the  university  that  I  attend  and  the  one  I  work  at  haven  t  made  any  decisions  regarding  our  friend  corona  Send  help  deadass,work,concerned,0,neutral
867,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
868,American  University  and  the  University  of  Maryland  announced  that  all  classes  will  temporarily  move  to  online  platforms,,,0,neutral
869,The  letter  to  the  university  does  not  address  administrative  staff  so,,,0,neutral
870,Tufts  University  announced  it  will  move  to  virtual  education  for  the  rest  of  the  semester  and  that  spring  break  will  be  ex,,break,-1,negative
871,The  University  is  closed  for  the  next  five  days  to  allow  all  buildings  to  be  deep  cleaned  and  disinfected  according  to  state  and,,,0,neutral
872,Can  y  all  PLEASE  stop  telling  me  that  my  work  is  too  expensive  Even  while  undercharging  Y  all  know  how  disrespectfu,work,expensive,0,neutral
873,Brookline  Apartment  for  rent  5  Bedrooms  3  Baths  Boston  University  -  6  100  New  five  bedroom  three  bath  single  family  unit  in  Brookline  available  9  1  20  Minutes  to  Boston  University,available,,1,positive
874,Blessed  to  receive  an  offer  from  Stony  Brook  University  Truly  Appreciate  it  Thanks  to,appreciate,,1,positive
875,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
876,Special  Education  Spotlight  On  Lindsay  Hufferd  Mill  Creek  West  Elementary  in  the  Mill  Creek  Community  School  Corporatio,,,0,neutral
877,Virtual  classes  to  begin  tomorrow  at  the  University  of  Tulsa  until  at  least  April  5th  after  a  family  member  of  a,,,0,neutral
878,Online  course  delivery  is  a  phrase  university  administrators  need  to  stop  using  Digital  labor  is  labor  Lectures  ar,,,0,neutral
879,University  Check,,,0,neutral
880,Blessed  To  Receive  A  Offer  From  Indiana  University,,,0,neutral
881,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
882,Alhamdulillah  dengan  izinNya  I  got  9A  s  for  my  SPMHere  s  a  thread  on  how  I  managed  to  get  good  grades  even  though  I  never,good,,1,positive
883,Are  students  going  to  be  refunded  this  portion  of  room  board  and  university  fees  for  the  abrupt  closings  If  the  on  ca,refunded,abrupt,0,neutral
884,This  is  a  question  no  one  seems  to  be  asking  Are  universities  going  to  provide  full  sick  pay  for  university  employees,,sick,-1,negative
885,Catholic  University  suffers  for  the  injured,,suffers,-1,negative
886,Blessed  to  receive  an  offer  from  Tusculum  University,,,0,neutral
887,Bar  our  Bernie  student  organizer  at  Michigan  State  University  literally  ran  to  the  poll  with  the  final  3  voters  with  less  t,,,0,neutral
888,Schools  in  the  University  of  California  system  are  canceling  in-person  classes  and  transitioning  to  online  classes  due  to  coronavi,,,0,neutral
889,Blessed  To  Receive  A  Offer  From  The  University  Of  Georgia  Tech,,,0,neutral
890,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
891,May  be  a  reason  for  that  wonder  why  there  were  such  massive  lines  at  university  campuses  in  Michigan,wonder,,1,positive
892,MwahSilvia  Stringhini  holds  a  PhD  in  Epidemiology  and  Public  Health  Universit  Paris-Sud  France  and  University  College  London  UK  a  Masters  in  Global  Health  Trinity  College  Dublin  Ireland  and  a  Master  in  International  Economics  University  Pavia  Italy,masters|master,,2,positive
893,Test  kits  for  the  coronavirus  disease  COVID-19  which  were  developed  by  local  scientists  at  the  University  of  the  Philippine,,,0,neutral
894,Bar  our  Bernie  student  organizer  at  Michigan  State  University  literally  ran  to  the  poll  with  the  final  3  voters  with  less  t,,,0,neutral
895,I  can  t  ever  let  the  world  forget  the  day  my  university  tried  to  make  Rice  amp  Peas,,,0,neutral
896,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
897,UMD  should  prepare  to  extend  spring  break  by  two  weeks  and  hold  classes  online  University  System  of  Maryland  says,,break,-1,negative
898,Update  My  university  is  now  considering  cancelling  classes,,,0,neutral
899,Johns  Hopkins  University  is  transitioning  to  remote  instruction  for  all  classroom-based  academic  programs  and  canceling  t,,,0,neutral
900,My  university  has  set  up  Zoom  for  us  but  what  if  I  just  create  a  Twitch  account  and  my  students  can  watch  me  play  DOOM  2,,doom,-1,negative
901,Johns  Hopkins  University  is  transitioning  to  remote  instruction  for  all  classroom-based  academic  programs  and  canceling  t,,,0,neutral
902,BREAKING  University  President  Ronald  J  Daniels  announced  that  as  of  March  11  all  in-person  classes  will  be  cancelled,,breaking,-1,negative
903,Blessed  To  Receive  An  Offer  From  The  University  Of  Southern  Miss,,miss,-1,negative
904,Schools  in  the  University  of  California  system  are  canceling  in-person  classes  and  transitioning  to  online  classes  due  to  coronavi,,,0,neutral
905,NYU  today  has  become  Trump  University,trump,,1,positive
906,he  yo  University  Check,,,0,neutral
907,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
908,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
909,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
910,I  can  t  ever  let  the  world  forget  the  day  my  university  tried  to  make  Rice  amp  Peas,,,0,neutral
911,Bar  our  Bernie  student  organizer  at  Michigan  State  University  literally  ran  to  the  poll  with  the  final  3  voters  with  less  t,,,0,neutral
912,The  Online  State  University,,,0,neutral
913,Why  is  this  not  a  common  sense  You  re  a  university  student  kot  You  should  ve  know  the  procedures  and  all,,,0,neutral
914,In  the  last  two  years  my  university  has  lost  time  to  -  Hurricanes  Yes  Plural  -  Snow-  Tornado-  On-Campus  Shooting-  PlagueI  d  like  to  get  off  this  ride  I  can  only  bake  so  much  to  cope  with  the  stress,like,lost|stress,-1,negative
915,As  a  resident  tutor  at  I  m  asking  BEGGING  the  University  to  support  students  who  can  t  afford  extended  summer  st,support|afford,begging,1,positive
916,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
917,BREAKING  Harvard  classes  will  move  online  starting  March  23  due  to  a  growing  global  coronavirus  outbreak  University  Presi,,breaking|outbreak,-2,negative
918,It  s  almost  like  running  a  public  university  system  under  a  severe  and  extended  state  of  austerity  limits  that  system  s  abili,like,severe|limits,-1,negative
919,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
920,What  is  required  to  build  student  s  professional  competencies  confidence  and  personal  brand  to  make  emotional  connections,confidence,,1,positive
921,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
922,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
923,i  have  officially  enrolled  into  the  Simp  University,,,0,neutral
924,Join  me  amp  other  EAGLES  supporters  Make  a  tax  deductible  donation  at  the  Asbury  University  Women  s  Soccer  campaign  page  h,,,0,neutral
925,watching  the  entire  ivy  league  slowly  turn  into  the  university  of  phoenix,,slowly,-1,negative
926,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
927,To  all  those  US  academics  who  think  that  this  will  make  university  administrators  decide  it  is  more  cost  effective  to  move,effective,,1,positive
928,These  are  concerning  reports  Labor  believes  that  the  State  and  Federal  Liberal  Governments,,,0,neutral
929,Attention  The  University  of  Texas  at  San  Antonio  will  cancel  all  classes  for  the  rest  of  Spring  2020  Semester  due  to  6  St,,,0,neutral
930,Blessed  to  receive  an  offer  from  Missouri  State  University,,,0,neutral
931,im  in  the  library  rn  and  the  university  just  sent  out  an  email  that  all  midterms  this  week  are  being  suspended  and  almost  i,,,0,neutral
932,Humbled  to  receive  an  offer  from  the  Indiana  State  University  Praise  God  Isaiah  26  3,praise,,1,positive
933,Attention  The  University  of  Texas  at  San  Antonio  will  cancel  all  classes  for  the  rest  of  Spring  2020  Semester  due  to  6  St,,,0,neutral
934,Long  lines  plague  Michigan  university  precincts  Tuesday  via,,plague,-1,negative
935,Tufts  University  announced  it  will  move  to  virtual  education  for  the  rest  of  the  semester  and  that  spring  break  will  be  ex,,break,-1,negative
936,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
937,University  of  Wisconsin  extends  spring  break  tells  students  to  stay  away  due  to  Chrinovirus,,break,-1,negative
938,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
939,Breaking  Amid  Coronavirus  concerns  The  University  of  North  Carolina  plans  to  sit  out  the  upcoming  NCAA  tournament  ht,,breaking|concerns,-2,negative
940,WP  Alert  We  know  many  of  you  are  concerned  about  COVID-19  and  the  University  administration  is  as  well  William  Paterson  w,well,concerned,0,neutral
941,Congratulations  Zhao  Tingwei  and  Fan  Chenglin  the  students  of  Grade  2017  of  Jiangsu  Provincial  Liangfeng  Senior  Middle  School  International  Department  and  currently  study  in  Grade  12  at  Craig  High  School  in  US  are  admitted  to  Binghamton  University,congratulations,,1,positive
942,Test  kits  for  the  coronavirus  disease  COVID-19  which  were  developed  by  local  scientists  at  the  University  of  the  Philippine,,,0,neutral
943,Examples  with  UNDERGRADUATE  1  He  s  an  undergraduate  at  the  University  of  Miami  2  He  did  his  undergraduate  work  degree  at  3  His  undergraduate  degree  is  in  Communications  He  has  a  degree  is  Communications  undergrad  licenciatura  Pronunciation  termina  con  t,work,,1,positive
944,tell  us  abt  urself1  ash2  single3  worship  U4  2685  5  twitter6  no  1  boys  r  dumb7  university8  chinese  hk  amp  japanese  9  6  10  111  12  201913  ptg  14  my  fave  moot  I  love  u  u  always  support  amp  talk  to  me  we  cry  about  kino  tgt  for  the  questions,fave|love|support,moot|cry,1,positive
945,BREAKING  Stanford  will  begin  the  spring  quarter  on  time  but  we  will  use  virtual  learning  rather  than  in-person  class,,breaking,-1,negative
946,This  is  such  an  important  question  Anyone  woth  information  regarding  how  your  university  is  meeting  these  needs,important,,1,positive
947,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
948,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
949,JUST  IN  Harvard  University  canceling  all  in-person  classes  due  to  coronavirus  Moving  classes  online,,,0,neutral
950,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
951,The  University  of  Pennsylvania  won  t  cancel  classes  even  as  other  prestigious  institutions  in  the  Northeast  have  made  the  effort  to  do  so,won|prestigious,,2,positive
952,Harvard  University  becomes  latest  college  to  move  classes  online  via,,,0,neutral
953,BREAKING  Montclair  State  University  has  cancelled  in-person  classes  due  to  coronavirus  concerns,,breaking|concerns,-2,negative
954,Scoot  over  Berkeley  UCLA  is  now  the  Online  Public  University  in  the  Nation,,,0,neutral
955,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
956,These  are  concerning  reports  Labor  believes  that  the  State  and  Federal  Liberal  Governments,,,0,neutral
957,HadCRUT4  surface  temperature  index  produced  by  the  Hadley  Centre  of  the  UK  Met  Office  and  the  Climate  Research  Unit  of  the  University  of  East  Anglia  shows  mild  warming  of  about  0  7  C  over  the  20th  century  is  well  within  the  natural  variations  recorded  in  the  last  millennium,well,,1,positive
958,As  America  recognizes  the  100th  anniversary  granting  women  the  right  to  vote  Norfolk  State  University  and  ho,right,,1,positive
959,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
960,Every  other  university  We  gotta  figure  out  how  to  hold  scalable  effective  online  classes  because  Us,effective,,1,positive
961,Attention  The  University  of  Texas  at  San  Antonio  will  cancel  all  classes  for  the  rest  of  Spring  2020  Semester  due  to  6  St,,,0,neutral
962,EXTREMELY  BLESSED  TO  RECEIVE  MY  15TH  FULL  DIVISION  ONE  SCHOLARSHIP  OFFER  FROM  COASTAL  CAROLINA  UNIVERSITY,,,0,neutral
963,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
964,What  is  required  to  build  student  s  professional  competencies  confidence  and  personal  brand  to  make  emotional  connections,confidence,,1,positive
965,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
966,I  feel  blessed  to  receive  an  offer  from  The  University  Of  Tulane,,,0,neutral
967,im  in  the  library  rn  and  the  university  just  sent  out  an  email  that  all  midterms  this  week  are  being  suspended  and  almost  i,,,0,neutral
968,Born  in  Los  Angeles  to  insurance  company  executive  John  Henry  Russell  and  his  wife  Amy  Requa  John  Lawrence  Russell  was,,,0,neutral
969,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
970,My  town  shut  the  schools  and  university  I  am  astonished  and  pleased  Yay  we  are  doing  the  right  thing  Now  if  only  my  kid  s  daycare  could  also  wise  up,astonished|pleased|yay|right|wise,,5,positive
971,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
972,Seeks  Student  Members  to  volunteer  at  the  2020  NASW  National  Conference  in  Wash  DC  6-14-20  Volunteers  will  receive  compli,,,0,neutral
973,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
974,Blessed  and  excited  to  announce  that  I  will  be  furthering  my  soccer  and  education  career  at  Lousiana  State  University  E,excited,,1,positive
975,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
976,Clark  Atlanta  Students  Clark  Atlanta  University  Should  Switch  to  Online  Classes  until  Further  Notice  COVID19  -  Sign  the  Petition  via,,,0,neutral
977,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
978,Can  my  university  PLEASE  close  down  for  the  virus  I  m  begging,,virus|begging,-2,negative
979,My  university  has  set  up  Zoom  for  us  but  what  if  I  just  create  a  Twitch  account  and  my  students  can  watch  me  play  DOOM  2,,doom,-1,negative
980,A  Michigan  State  University  student  after  waiting  over  an  hour  in  line  to  vote  called  it  quits  and  walked  out  He  said  thi,,,0,neutral
981,Blessed  to  receive  an  offer  from  Stony  Brook  University  Truly  Appreciate  it  Thanks  to,appreciate,,1,positive
982,And  the  University  of  Tulsa  moves  to  remote  learning  effective  immediately,effective,,1,positive
983,An  official  at  a  university  that  has  not  yet  announced  that  students  will  not  return  after  spring  break  tells  me  most  univers,,break,-1,negative
984,The  Cavs  fall  short  to  University  Lab  by  56-55  The  boys  put  up  a  great  fight  their  whole  season,great,fall,0,neutral
985,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
986,Breaking  Amid  Coronavirus  concerns  The  University  of  North  Carolina  plans  to  sit  out  the  upcoming  NCAA  tournament  ht,,breaking|concerns,-2,negative
987,Hundreds  of  Michigan  State  University  students  are  lined  up  to  vote  at  the  East  Lansing  city  clerks  office  right  now  Please,right,,1,positive
988,University  of  Phoenix  watching  all  the  colleges  make  their  classes  online,,,0,neutral
989,BUC  Fans  Travel  Tip  101  When  one  is  traveling  with  precious  cargo  it  s  imperative  that  you  make  sure  it  s  safe  and,fans|precious|safe,,3,positive
990,im  in  the  library  rn  and  the  university  just  sent  out  an  email  that  all  midterms  this  week  are  being  suspended  and  almost  i,,,0,neutral
991,For  Garfield  product  Terrell  Brown  the  WAC  s  leading  scorer  the  goal  has  always  been  to  make  the  NCAA  Tournament  H,leading,,1,positive
992,Former  Vice  President  Joe  Biden  leads  Vermont  Sen  Bernie  Sanders  by  a  wide  margin  in  Michigan  heading  into  the  Tuesday  primary  a,leads,vice,0,neutral
993,This  story  of  Phindile  who  hacked  the  university  s  system  emphasizes  society  s  skewed  perception  of  what  defines  succe,,,0,neutral
994,Now  I  go  to  the  online  university,,,0,neutral
995,Special  Education  Spotlight  On  Lindsay  Hufferd  Mill  Creek  West  Elementary  in  the  Mill  Creek  Community  School  Corporatio,,,0,neutral
996,Controlling  coronavirus  concerns  prompted  decision  to  move  classes  online  West  Chester  University  president,,concerns,-1,negative
997,Former  West  Virginia  University  Professor  Pleads  Guilty  to  Fraud  That  Enabled  Him  to  Participate  in  the  People  s  Republ,,guilty|fraud,-2,negative
998,I  am  extremely  excited  to  have  received  a  scholarship  offer  from  the  University  of  Nevada  Thank  you  for  this  opportunity,excited|thank,,2,positive
999,The  Grambling  State  University  thought  you  knew,,,0,neutral
1000,HIT  2020  Jack  Baldridge  of  Timothy  Christian  playing  in  the  Super  Sectional  tonight  at  Northern  Illinois,super,,1,positive
